"","Course ID","Course Title","Course Credits","Section","Day","Time","Building","Instructor","Final Exam","Seats","Enroll","WaitList"
"770","L66 ChSt 3254","African Americans and Children's Literature","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Early","Paper","15","0","0"
"771","L66 ChSt 334","A History of the Golden Age of Children's Literature","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Pawl","May  7 2024  1:00PM -  3:00PM","18","0","0"
"772","L66 ChSt 354","No Boys Allowed: Girlhood and Programming for Girls in the 19th and 20th Centuries, United States","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Cislo","Paper/Project/Take Home","0","0","0"
"773","L66 ChSt 453B","Sociology of Education","3.0 Units","01","---R---","2:30P-5:20P","TBA","Nadirah Farah Foley","Paper/Project/Take Home","8","0","0"
"774","L66 ChSt 499","Senior Seminar in Children's Studies","1.0 Unit","01","M------","5:30P-8:30P","TBA","Pawl","Paper/Project/Take Home","15","0","0"
"775","L12 Educ 102C","First-Year Seminar: Black Lives Matter and Educational Justice for Black Youth","3.0 Units","01","-T-R---","10:00A-11:20A","Seigle / 304   ","Ebony Duncan-Shippy","Paper/Project/Take Home","19","0","0"
"776","L12 Educ 203A","Introduction to Education: Contradictions and Controversies in School Choice","3.0 Units","01","-T-R---","1:00P-2:20P","Seigle / 304   ","Ebony Duncan-Shippy","Paper/Project/Take Home","18","0","0"
"777","L12 Educ 203D","Introduction to Education: Immigrants, Refugees, and English Learners in U.S. Schools","3.0 Units","01","-T-R---","11:30A-12:50P","Seigle / 304   ","Lyndsie Schultz","Paper/Project/Take Home","19","0","0"
"778","L12 Educ 234","Introduction to Speech, Language, and Hearing Sciences","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Ruth Altmiller","No Final","24","0","0"
"779","L12 Educ 299","Internship in Education","Var. Units (max = 3.0)","01","TBA","","TBA","Lyndsie Schultz","No Final","0","0","0"
"780","L12 Educ 299","Internship in Education","Var. Units (max = 3.0)","02","TBA","","TBA","Michele Augustin","No Final","0","0","0"
"781","L12 Educ 301C","The American School","3.0 Units","01","M------","2:30P-5:20P","TBA","Kelly Harris","Paper/Project/Take Home","12","0","0"
"782","L12 Educ 301C","The American School","3.0 Units","02","-T-R---","8:30A-9:50A","Simon / 017   ","Lyndsie Schultz","Paper/Project/Take Home","12","0","0"
"783","L12 Educ 301C","The American School","3.0 Units","03","-T-R---","10:00A-11:20A","TBA","Amber Jones","Paper/Project/Take Home","12","0","0"
"784","L12 Educ 301C","The American School","3.0 Units","04","-T-R---","4:00P-5:20P","TBA","April Warren-Grice","Paper/Project/Take Home","12","0","0"
"785","L12 Educ 303","Gender and Education","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Lisa Gilbert","Paper/Project/Take Home","12","0","0"
"786","L12 Educ 3030","Topics in JIMES: Education in Divided Societies- the Israeli Case","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Hendin","Paper/Project/Take Home","30","0","0"
"787","L12 Educ 304","Educational Psychology","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Christopher Rozek","May  6 2024 10:30AM - 12:30PM","12","0","0"
"788","L12 Educ 313B","Education, Childhood, Adolescence and Society","3.0 Units","01","M-W----","8:30A-9:50A","Seigle / 304   ","Bronwyn Nichols Lodato","May  2 2024  8:00AM - 10:00AM","12","0","0"
"789","L12 Educ 313B","Education, Childhood, Adolescence and Society","3.0 Units","02","M-W----","10:00A-11:20A","TBA","Lisa Gilbert","Paper/Project/Take Home","12","0","0"
"790","L12 Educ 313B","Education, Childhood, Adolescence and Society","3.0 Units","03","-T-R---","1:00P-2:20P","TBA","Amber Jones","Paper/Project/Take Home","12","0","0"
"791","L12 Educ 325","Psychology of Adolescence","3.0 Units","01","M-W----","2:30P-3:50P","TBA","Hale","Paper/Project/Take Home","110","0","0"
"792","L12 Educ 4022","Higher Education Administration for Social Justice & Equity: Achievable or Only Dreamable?","3.0 Units","01","---R---","2:30P-5:20P","TBA","Aurora Kamimura","Paper/Project/Take Home","10","0","0"
"793","L12 Educ 4023","Second Language Acquisition & Technology","3.0 Units","01","-T-----","2:30P-5:20P","TBA","Kerschen","Paper/Project/Take Home","18","0","0"
"794","L12 Educ 4052","Educational Psychology: A Focus on Teaching and Learning in School Settings","3.0 Units","01","---R---","4:00P-6:50P","Seigle / 304   ","Lisa Gilbert","Paper/Project/Take Home","0","0","0"
"795","L12 Educ 4053","Educational Psychology Lab: A Focus on Teaching and Learning in School Settings","1.0 Unit","01","----F--","10:00A-10:50A","(None) /       ","Jessica Bockskopf, Kerri Fair","No Final","0","0","0"
"796","L12 Educ 408","Education and Psychology of Exceptional Children","3.0 Units","01","-T-----","4:30P-7:20P","TBA","Pam Washington","No Final","0","0","0"
"797","L12 Educ 4310","Sociology of Higher Education","3.0 Units","01","--W----","2:30P-5:20P","TBA","Nadirah Farah Foley","Paper/Project/Take Home","8","0","0"
"798","L12 Educ 453B","Sociology of Education","3.0 Units","01","---R---","2:30P-5:20P","TBA","Nadirah Farah Foley","Paper/Project/Take Home","8","0","0"
"799","L12 Educ 462","Politics of Education","3.0 Units","01","M------","2:30P-5:20P","Seigle / 304   ","Bronwyn Nichols Lodato","Paper","8","0","0"
"800","L12 Educ 4621","The Political Economy of Urban Education","3.0 Units","01","--W----","4:00P-6:50P","TBA","Jason Jabbari","Paper/Project/Take Home","8","0","0"
"801","L12 Educ 470","Language, Learning, and Instruction","3.0 Units","01","--W----","9:00A-12:00P","Seigle / 148   ","Kerri Fair","Paper/Project/Take Home","10","0","0"
"802","L12 Educ 4731","Elementary School Mathematics","3.0 Units","01","--W----","4:00P-6:50P","Seigle / 148   ","Tyler Harger","See Instructor","10","0","0"
"803","L12 Educ 4741","Elementary Science: Content, Curriculum, and Instruction","2.0 Units","01","-T-----","4:30P-6:20P","Seigle / 148   ","Allycia Uhrhan","Paper/Project/Take Home","10","0","0"
"804","L12 Educ 4751","Elementary Social Studies: Content, Curriculum, and Instruction","2.0 Units","01","M------","4:00P-5:50P","TBA","Lisa Gilbert","Paper/Project/Take Home","10","0","0"
"805","L12 Educ 4771","The Arts and Aesthetics: A Means of Communication","3.0 Units","01","---R---","4:30P-7:20P","Seigle / 148   ","[TBA]","No Final","10","0","0"
"806","L12 Educ 4821","The Teaching- Learning Process in the Secondary School","3.0 Units","01","M------","4:30P-7:20P","Seigle / 148   ","Jessica Bockskopf","No Final","15","0","0"
"807","L12 Educ 4833","Leadership in Student Affairs","3.0 Units","01","-T-----","4:00P-6:50P","(None) /       ","Anna Gonzalez","Paper/Project/Take Home","10","0","0"
"808","L12 Educ 4841","Elementary Methods Field Experience","2.0 Units","01","-T-----","2:00P-3:50P","Seigle / L013  ","Kerri Fair","Paper/Project/Take Home","10","0","0"
"809","L12 Educ 492","Student Teaching in the Secondary School","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"810","L12 Educ 4922","Student Teaching in Middle Schools","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"811","L12 Educ 494","Student Teaching in Grades K-12","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"812","L12 Educ 4999","Capstone Seminar in Educational Studies","3.0 Units","01","-T-----","2:30P-5:20P","Seigle / 304   ","Lyndsie Schultz","Paper/Project/Take Home","12","0","0"
"813","L12 Educ 5001","The American School","3.0 Units","01","M------","2:30P-5:20P","TBA","Kelly Harris","Paper/Project/Take Home","12","0","0"
"814","L12 Educ 5001","The American School","3.0 Units","02","-T-R---","8:30A-9:50A","Simon / 017   ","Lyndsie Schultz","Paper/Project/Take Home","12","0","0"
"815","L12 Educ 5001","The American School","3.0 Units","03","-T-R---","10:00A-11:20A","TBA","Amber Jones","Paper/Project/Take Home","12","0","0"
"816","L12 Educ 5001","The American School","3.0 Units","04","-T-R---","4:00P-5:20P","TBA","April Warren-Grice","Paper/Project/Take Home","12","0","0"
"817","L12 Educ 5003","Gender and Education","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Lisa Gilbert","Paper/Project/Take Home","12","0","0"
"818","L12 Educ 5004","Educational Psychology","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Christopher Rozek","May  6 2024 10:30AM - 12:30PM","12","0","0"
"819","L12 Educ 513B","Education, Childhood, Adolescence, and Society","3.0 Units","01","M-W----","8:30A-9:50A","Seigle / 304   ","Bronwyn Nichols Lodato","May  2 2024  8:00AM - 10:00AM","12","0","0"
"820","L12 Educ 513B","Education, Childhood, Adolescence, and Society","3.0 Units","02","M-W----","10:00A-11:20A","TBA","Lisa Gilbert","Paper/Project/Take Home","12","0","0"
"821","L12 Educ 513B","Education, Childhood, Adolescence, and Society","3.0 Units","03","-T-R---","1:00P-2:20P","TBA","Amber Jones","Paper/Project/Take Home","12","0","0"
"822","L12 Educ 5222","Higher Education Administration for Social Justice & Equity: Achievable or Only Dreamable?","3.0 Units","01","---R---","2:30P-5:20P","TBA","Aurora Kamimura","Paper/Project/Take Home","10","0","0"
"823","L12 Educ 5253","Instructional Interventions in Reading for Adolescents and English Language Learners","3.0 Units","01","---R---","12:30P-3:30P","Seigle / 148   ","Kerri Fair","Paper/Project/Take Home","10","0","0"
"824","L12 Educ 5530","Sociology of Education","3.0 Units","01","---R---","2:30P-5:20P","TBA","Nadirah Farah Foley","Paper/Project/Take Home","8","0","0"
"825","L12 Educ 5620","Politics of Education","3.0 Units","01","M------","2:30P-5:20P","Seigle / 304   ","Bronwyn Nichols Lodato","Paper","8","0","0"
"826","L12 Educ 5622","The Political Economy of Urban Education","3.0 Units","01","--W----","4:00P-6:50P","TBA","Jason Jabbari","Paper/Project/Take Home","8","0","0"
"827","L12 Educ 5681","Reading in the Content Areas","3.0 Units","01","---R---","4:00P-6:50P","TBA","Kerri Fair","Paper/Project/Take Home","10","0","0"
"828","L12 Educ 5833","Leadership in Student Affairs","3.0 Units","01","-T-----","4:00P-6:50P","(None) /       ","Anna Gonzalez","Paper/Project/Take Home","10","0","0"
"829","L12 Educ 6008","Education and Psychology of Exceptional Children","3.0 Units","01","-T-----","4:30P-7:20P","TBA","Pam Washington","No Final","0","0","0"
"830","L12 Educ 6052","Educational Psychology: A Focus on Teaching and Learning in School Settings","3.0 Units","01","---R---","4:00P-6:50P","Seigle / 304   ","Lisa Gilbert","Paper/Project/Take Home","0","0","0"
"831","L12 Educ 6053","Educational Psychology Lab: A Focus on Teaching and Learning in School Settings","1.0 Unit","01","----F--","10:00A-10:50A","(None) /       ","Jessica Bockskopf, Kerri Fair","No Final","0","0","0"
"832","L12 Educ 670","Language, Learning, and Instruction","3.0 Units","01","--W----","9:00A-12:00P","Seigle / 148   ","Kerri Fair","Paper/Project/Take Home","10","0","0"
"833","L12 Educ 6731","Elementary School Mathematics","3.0 Units","01","--W----","4:00P-6:50P","Seigle / 148   ","Tyler Harger","See Instructor","10","0","0"
"834","L12 Educ 6741","Elementary Science: Content, Curriculum, and Instruction","2.0 Units","01","-T-----","4:30P-6:20P","Seigle / 148   ","Allycia Uhrhan","Paper/Project/Take Home","10","0","0"
"835","L12 Educ 6751","Elementary Social Studies: Content, Curriculum, and Instruction","2.0 Units","01","M------","4:00P-5:50P","TBA","Lisa Gilbert","Paper/Project/Take Home","10","0","0"
"836","L12 Educ 6771","The Arts and Aesthetics: A Means of Communication","3.0 Units","01","---R---","4:30P-7:20P","Seigle / 148   ","[TBA]","No Final","10","0","0"
"837","L12 Educ 6821","The Teaching-Learning Process in the Secondary School","3.0 Units","01","M------","4:30P-7:20P","Seigle / 148   ","Jessica Bockskopf","No Final","15","0","0"
"838","L12 Educ 6841","Elementary Methods Field Experience","2.0 Units","01","-T-----","2:00P-3:50P","Seigle / L013  ","Kerri Fair","Paper/Project/Take Home","10","0","0"
"839","L12 Educ 692","Student Teaching in the Secondary School","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"840","L12 Educ 6922","Student Teaching in Middle Schools","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"841","L12 Educ 694","Student Teaching in Grades K-12","8.0 Units","01","MTWRF--","8:30A-2:50P","(None) /       ","Jessica Bockskopf","No Final","10","0","0"
"842","L74 HBRW 1012","First Year Modern Hebrew II","3.0 Units","01","M-W-F--","9:00A-9:50A","TBA","Tamir","May  3 2024  8:00AM - 10:00AM","15","0","0"
"843","L74 HBRW 1012","First Year Modern Hebrew II","3.0 Units","02","M-W-F--","10:00A-10:50A","TBA","Tamir","May  6 2024 10:30AM - 12:30PM","15","0","0"
"844","L74 HBRW 1012","First Year Modern Hebrew II","3.0 Units","03","M-W-F--","11:00A-11:50A","TBA","Weinberg","May  7 2024 10:30AM - 12:30PM","15","0","0"
"845","L74 HBRW 2012","Second Year Modern Hebrew II","3.0 Units","01","M-W-F--","12:00P-12:50P","TBA","Weinberg","May  6 2024 10:30AM - 12:30PM","25","0","0"
"846","L74 HBRW 300","Introduction to the Hebrew Bible/Old Testament","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Barmash","Paper/Project/Take Home","35","0","0"
"847","L74 HBRW 3082","From the Temple to the Talmud: The Emergence of Rabbinic Judaism","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Jacobs","Paper/Project/Take Home","15","0","0"
"848","L74 HBRW 322D","Third-Level Modern Hebrew II","3.0 Units","01","M-W-F--","1:00P-1:50P","TBA","Weinberg","May  2 2024  1:00PM -  3:00PM","19","0","0"
"849","L74 HBRW 340","Israeli Women Writers","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Berg","Paper/Project/Take Home","16","0","0"
"850","L74 HBRW 349","Yidishkayt: Yiddish Literature in English Translation","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Zuehlke","Paper/Project/Take Home","19","0","0"
"851","L74 HBRW 402","Fourth-Level Modern Hebrew II","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Tamir","Paper/Project/Take Home","10","0","0"
"852","L84 Lw St 131F","Present Moral Problems","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Baril","No Final","35","0","0"
"853","L84 Lw St 131F","Present Moral Problems","3.0 Units","02","-T-R---","2:30P-3:50P","TBA","[TBA]","No Final","35","0","0"
"854","L84 Lw St 1590","First Year Seminar: Literature and Justice","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Schmidgen","No Final","15","0","0"
"855","L84 Lw St 1ABR","Legal Studies Coursework Completed Abroad","Var. Units (max = 12.0)","01","TBA","","TBA","Lovett","No Final","0","0","0"
"856","L84 Lw St 203C","Early Political Thought: Text and Traditions","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Gais","Paper/Project/Take Home","19","0","0"
"857","L84 Lw St 2062","Sophomore Seminar: From Cold Damage to Covid-19: A History of Medicine and Disease in East Asia","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Xu","Paper/Project/Take Home","15","0","0"
"858","L84 Lw St 207C","Modern Political Thought: Text and Traditions","3.0 Units","01","M-W----","3:00P-3:50P","TBA","Bademsoy","Paper/Project/Take Home","19","0","0"
"859","L84 Lw St 2110","Social Inequality in America","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Collins","See Instructor","75","0","0"
"860","L84 Lw St 233F","Biomedical Ethics","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Evans","No Final","35","0","0"
"861","L84 Lw St 233F","Biomedical Ethics","3.0 Units","02","-T-R---","11:30A-12:50P","TBA","Ciurria","See Instructor","35","0","0"
"862","L84 Lw St 233F","Biomedical Ethics","3.0 Units","03","-T-R---","4:00P-5:20P","TBA","Ciurria","No Final","35","0","0"
"863","L84 Lw St 235F","Introduction to Environmental Ethics","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Gulledge","No Final","30","0","0"
"864","L84 Lw St 299","Undergraduate Internship in Legal Studies","Var. Units (max = 3.0)","13","TBA","","TBA","Lovett","See Instructor","5","0","0"
"865","L84 Lw St 3001","Social Theory","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Hou","See Instructor","25","0","0"
"866","L84 Lw St 312","Argumentation","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Thomas","No Final","15","0","0"
"867","L84 Lw St 312","Argumentation","3.0 Units","02","M-W----","2:30P-3:50P","TBA","Thomas","No Final","15","0","0"
"868","L84 Lw St 312","Argumentation","3.0 Units","03","-T-R---","10:00A-11:20A","TBA","Henderson","No Final","15","0","0"
"869","L84 Lw St 312","Argumentation","3.0 Units","04","-T-R---","11:30A-12:50P","Jubel / 121   ","Henderson","No Final","15","0","0"
"870","L84 Lw St 312","Argumentation","3.0 Units","05","-T-R---","1:00P-2:20P","TBA","Windle","No Final","15","0","0"
"871","L84 Lw St 315","Introduction to Social Psychology","3.0 Units","01","--W-F--","11:30A-12:50P","TBA","Lai","May  7 2024 10:30AM - 12:30PM","170","0","0"
"872","L84 Lw St 3443","Civil Rights","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Darnell","No Final","25","0","0"
"873","L84 Lw St 346","Philosophy of Law","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Watson","May  8 2024  1:00PM -  3:00PM","35","0","0"
"874","L84 Lw St 3462","The Politics of Privacy in the Digital Age","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Parikh","No Final","40","0","0"
"875","L84 Lw St 347","Environmental Justice","3.0 Units","01","-T-R---","10:00A-11:20A","Schnuck Pav / 202   ","Krummenacher","May  7 2024  6:00PM -  8:00PM","20","0","0"
"876","L84 Lw St 3507","Legal Conflict in Modern American Society","3.0 Units","01","--W-F--","10:00A-11:20A","TBA","Cannon","Paper/Project/Take Home","14","0","0"
"877","L84 Lw St 3522","Topics in Literature: Queer Medievalisms","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Rosenfeld, McCollough","May  8 2024  3:30PM -  5:30PM","19","0","0"
"878","L84 Lw St 3561","Law, Gender, and Justice","3.0 Units","01","--W----","4:00P-6:50P","AB Law Bldg / 306   ","Appleton","No Final","0","0","0"
"879","L84 Lw St 364","Anarchism: History, Theory, and Praxis","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Hirsch","Paper/Project/Take Home","15","0","0"
"880","L84 Lw St 364","Anarchism: History, Theory, and Praxis","3.0 Units","02","-T-R---","4:00P-5:20P","TBA","Hirsch","Paper/Project/Take Home","15","0","0"
"881","L84 Lw St 390","Gender Violence","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Ake","May  8 2024  3:30PM -  5:30PM","0","0","0"
"882","L84 Lw St 390","Gender Violence","3.0 Units","A","--W----","2:00P-2:50P","TBA","Ake","No Final","14","0","0"
"883","L84 Lw St 390","Gender Violence","3.0 Units","B","--W----","3:00P-3:50P","TBA","Ake","No Final","14","0","0"
"884","L84 Lw St 390","Gender Violence","3.0 Units","C","--W----","4:00P-4:50P","TBA","Ake","No Final","12","0","0"
"885","L84 Lw St 393","History of Political Thought III: Liberty, Democracy, and Revolution","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Lovett","May  6 2024 10:30AM - 12:30PM","40","0","0"
"886","L84 Lw St 4002","Directed Fieldwork in Legal Research","Var. Units (max = 6.0)","01","TBA","","TBA","Lovett","No Final","0","0","0"
"887","L84 Lw St 4070","Global Justice","3.0 Units","01","M------","2:00P-4:50P","TBA","Lovett","No Final","20","0","0"
"888","L84 Lw St 487","Topics in American History: Race and Drugs in American History","3.0 Units","01","---R---","3:00P-5:50P","TBA","Flowe","Paper/Project/Take Home","15","0","0"
"889","L28 P.E. 131","Topics in Physical Education: Group Fitness","1.0 Unit","01","-T-R---","9:00A-9:50A","TBA","Feely","No Final","24","0","0"
"890","L28 P.E. 215","Beginning Weight Training","1.0 Unit","01","-T-R---","9:00A-9:50A","Sumers Rec Ctr / SUM   ","Allen","No Final","30","0","0"
"891","L28 P.E. 215","Beginning Weight Training","1.0 Unit","02","M-W----","9:00A-9:50A","Sumers Rec Ctr / SUM   ","Mueller","No Final","30","0","0"
"892","L28 P.E. 216","Soccer","1.0 Unit","01","-T-R---","10:00A-11:20A","Sumers Rec Ctr / SUM   ","TBA","No Final","22","0","0"
"893","L28 P.E. 234","Topics in Physical Education: Lifeguard Training","1.0 Unit","01","-T-R---","1:00P-2:20P","Sumers Rec Ctr / SUM   ","Effinger","No Final","10","0","0"
"894","L28 P.E. 236","Topics in Physical Education: Independent Fitness and Conditioning","1.0 Unit","01","TBA","","Sumers Rec Ctr / SUM   ","Conlon, Fisher, Santel","No Final","70","0","0"
"895","L28 P.E. 239","Topics in Physical Education: Beginning Tennis","1.0 Unit","01","M-W----","1:00P-2:20P","Sumers Rec Ctr / SUM   ","Follmer","No Final","18","0","0"
"896","L28 P.E. 240","Topics in Physical Education: Intermediate Tennis","1.0 Unit","01","-T-R---","10:00A-11:20A","Sumers Rec Ctr / SUM   ","Madara","No Final","18","0","0"
"897","L40 SOC 2090","Media, Culture, and Society","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Hou","See Instructor","75","0","0"
"898","L40 SOC 2110","Social Inequality in America","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Collins","See Instructor","75","0","0"
"899","L40 SOC 2911","Racism and Antiracism","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Judaken","Paper/Project/Take Home","30","0","0"
"900","L40 SOC 3001","Social Theory","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Hou","See Instructor","25","0","0"
"901","L40 SOC 3030","Introduction to Research Methods","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Feliciano","See Instructor","25","0","0"
"902","L40 SOC 329","Sociology of Religion","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Moore","See Instructor","25","0","0"
"903","L40 SOC 3660","Social Conflict","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Cunningham","See Instructor","25","0","0"
"904","L40 SOC 3920","Philanthropy Lab","3.0 Units","01","---R---","3:00P-5:50P","TBA","Levin","See Instructor","30","0","0"
"905","L40 SOC 3950","Culture and Identity","3.0 Units","01","-T-R---","1:00P-2:20P","Simon / 017   ","Hou","See Instructor","25","0","0"
"906","L40 SOC 4750","Sociology of Education","3.0 Units","01","---R---","2:30P-5:20P","TBA","Nadirah Farah Foley","Paper/Project/Take Home","8","0","0"
"907","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","01","TBA","","TBA","Andrews","See Department","0","0","0"
"908","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","02","TBA","","TBA","Collins","See Department","0","0","0"
"909","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","03","TBA","","TBA","Cunningham","See Department","0","0","0"
"910","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","04","TBA","","TBA","Fazzari","See Department","0","0","0"
"911","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","05","TBA","","TBA","Feliciano","See Department","0","0","0"
"912","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","06","TBA","","TBA","Ishizuka","See Department","0","0","0"
"913","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","07","TBA","","TBA","Korver-Glenn","See Department","0","0","0"
"914","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","08","TBA","","TBA","Luna","See Department","0","0","0"
"915","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","09","TBA","","TBA","Moinester","See Department","0","0","0"
"916","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","10","TBA","","(None) /       ","Rosenfeld","See Department","0","0","0"
"917","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","11","TBA","","(None) /       ","Schachter","See Department","0","0","0"
"918","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","12","TBA","","(None) /       ","Wingfield","See Department","0","0","0"
"919","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","13","TBA","","(None) /       ","Wyndham-Douds","See Department","0","0","0"
"920","L40 SOC 4910","Internship in Sociology","Var. Units (max = 3.0)","14","TBA","","(None) /       ","[TBA]","See Department","0","0","0"
"921","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","01","TBA","","TBA","Adler","See Department","0","0","0"
"922","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","02","TBA","","TBA","Andrews","See Department","0","0","0"
"923","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","03","TBA","","TBA","Collins","See Department","0","0","0"
"924","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","04","TBA","","TBA","Cunningham","See Department","0","0","0"
"925","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","05","TBA","","TBA","Fazzari","See Department","0","0","0"
"926","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","06","TBA","","TBA","Feliciano","See Department","0","0","0"
"927","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","07","TBA","","TBA","Hou","See Department","0","0","0"
"928","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","08","TBA","","TBA","Ishizuka","See Department","0","0","0"
"929","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","09","TBA","","TBA","Korver-Glenn","See Department","0","0","0"
"930","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","10","TBA","","TBA","Luna","See Department","0","0","0"
"931","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","11","TBA","","TBA","Moinester","See Department","0","0","0"
"932","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","12","TBA","","(None) /       ","Moore","See Department","0","0","0"
"933","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","13","TBA","","(None) /       ","Rosenfeld","See Department","0","0","0"
"934","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","14","TBA","","(None) /       ","Schachter","See Department","0","0","0"
"935","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","15","TBA","","(None) /       ","Wingfield","See Department","0","0","0"
"936","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","16","TBA","","(None) /       ","Wyndham-Douds","See Department","0","0","0"
"937","L40 SOC 4920","Teaching Practicum in Sociology","Var. Units (max = 3.0)","17","TBA","","(None) /       ","[TBA]","See Department","0","0","0"
"938","L40 SOC 5050","Quantitative Methods I","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Schachter","See Instructor","5","0","0"
"939","L40 SOC 5601","Historical Racial Violence: Legacies & Reckonings","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Ward","Paper/Project/Take Home","20","0","0"
"940","L92 APL 304","Educational Psychology","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Christopher Rozek","May  6 2024 10:30AM - 12:30PM","12","0","0"
"941","L92 APL 315","Introduction to Social Psychology","3.0 Units","01","--W-F--","11:30A-12:50P","TBA","Lai","May  7 2024 10:30AM - 12:30PM","170","0","0"
"942","L92 APL 3202","Debating Cultures: How Spanish Works","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Doran","No Final","15","0","0"
"943","L92 APL 3202","Debating Cultures: How Spanish Works","3.0 Units","02","M-W----","2:30P-3:50P","TBA","Cortes Ferrandez","No Final","15","0","0"
"944","L92 APL 4023","Second-Language Acquisition and Technology","3.0 Units","01","-T-----","2:30P-5:20P","TBA","Kerschen","Paper/Project/Take Home","18","0","0"
"945","L92 APL 4330","Psychology of Language","3.0 Units","01","-T-R---","10:00A-11:20A","Somers Family / 220   ","Treiman","No Final","0","0","0"
